2026-02-28 10:18:49,982 | INFO | app | [6661a88c] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (22.41ms)
2026-02-28 11:20:46,648 | INFO | uvicorn.access | 127.0.0.1:59472 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400
2026-02-28 11:20:53,071 | INFO | app | [3f117c9e] OPTIONS /api/v1/auth/login -> 400 (1.19ms)
2026-02-28 11:20:53,074 | INFO | uvicorn.access | 127.0.0.1:59544 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400
2026-02-28 11:33:47,182 | INFO | app | [5baceaf8] OPTIONS /api/v1/auth/login -> 400 (37.99ms)
2026-02-28 11:33:47,194 | INFO | uvicorn.access | 127.0.0.1:51072 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400
2026-02-28 11:34:36,724 | INFO | uvicorn.error | Shutting down
2026-02-28 11:34:36,832 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-28 11:34:36,848 | INFO | app.scheduler | Task scheduler stopped
2026-02-28 11:34:36,854 | INFO | uvicorn.error | Application shutdown complete.
2026-02-28 11:34:36,857 | INFO | uvicorn.error | Finished server process [5407]
2026-02-28 11:34:40,411 | INFO | uvicorn.error | Started server process [83855]
2026-02-28 11:34:40,411 | INFO | uvicorn.error | Waiting for application startup.
2026-02-28 11:34:40,411 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-28 11:34:40,796 | INFO | app.scheduler | Task scheduler started
2026-02-28 11:34:40,798 | INFO | uvicorn.error | Application startup complete.
2026-02-28 11:34:54,044 | INFO | app | [25277bcc] OPTIONS /api/v1/auth/login -> 400 (1.91ms)
2026-02-28 11:34:54,052 | INFO | uvicorn.access | 127.0.0.1:51727 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400
2026-02-28 11:35:26,206 | INFO | uvicorn.error | Shutting down
2026-02-28 11:35:26,474 | INFO | uvicorn.error | Finished server process [83855]
2026-02-28 11:35:36,490 | INFO | uvicorn.error | Started server process [84195]
2026-02-28 11:35:36,490 | INFO | uvicorn.error | Waiting for application startup.
2026-02-28 11:35:36,491 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-28 11:35:37,462 | INFO | app.scheduler | Task scheduler started
2026-02-28 11:35:37,483 | INFO | uvicorn.error | Application startup complete.
2026-02-28 11:35:39,214 | INFO | app | [7a257f29] OPTIONS /api/v1/auth/login -> 400 (253.92ms)
2026-02-28 11:35:39,216 | INFO | uvicorn.access | 127.0.0.1:52113 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400
2026-02-28 11:35:42,925 | INFO | app | [beb66889] OPTIONS /api/v1/auth/login -> 400 (16.22ms)
2026-02-28 11:35:42,931 | INFO | uvicorn.access | 127.0.0.1:52113 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400
2026-02-28 11:35:59,350 | INFO | uvicorn.error | Shutting down
2026-02-28 11:35:59,468 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-28 11:35:59,497 | INFO | app.scheduler | Task scheduler stopped
2026-02-28 11:35:59,499 | INFO | uvicorn.error | Application shutdown complete.
2026-02-28 11:35:59,501 | INFO | uvicorn.error | Finished server process [84195]
2026-02-28 11:36:01,966 | INFO | uvicorn.error | Started server process [84388]
2026-02-28 11:36:01,967 | INFO | uvicorn.error | Waiting for application startup.
2026-02-28 11:36:01,967 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-28 11:36:03,544 | INFO | app.scheduler | Task scheduler started
2026-02-28 11:36:03,549 | INFO | uvicorn.error | Application startup complete.
2026-02-28 11:36:12,186 | INFO | app | [326d863a] OPTIONS /api/v1/task-templates?page=1&page_size=10 -> 200 (2.50ms)
2026-02-28 11:36:12,186 | INFO | uvicorn.access | 127.0.0.1:52489 - "OPTIONS /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:36:12,255 | INFO | app | [a13f2ab2] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (66.53ms)
2026-02-28 11:36:12,255 | INFO | uvicorn.access | 127.0.0.1:52489 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:36:13,287 | INFO | app | [b4100e93] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (12.71ms)
2026-02-28 11:36:13,287 | INFO | uvicorn.access | 127.0.0.1:52503 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:36:39,834 | INFO | app | [b41e0ba5] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (69.96ms)
2026-02-28 11:36:39,837 | INFO | uvicorn.access | 127.0.0.1:52755 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:36:40,570 | INFO | app | [6a279bfe] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (0.50ms)
2026-02-28 11:36:40,573 | INFO | uvicorn.access | 127.0.0.1:52755 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:36:40,635 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:36:40,637 | INFO | app | [c625cc94] GET /api/v1/tasks?page=1&page_size=10 -> 200 (62.53ms)
2026-02-28 11:36:40,637 | INFO | uvicorn.access | 127.0.0.1:52755 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:41:03,713 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:41:03,727 | INFO | app | [29b474e8] GET /api/v1/tasks?page=1&page_size=10 -> 200 (130.75ms)
2026-02-28 11:41:03,729 | INFO | uvicorn.access | 127.0.0.1:55290 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:41:04,460 | INFO | app | [66881a08] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (24.33ms)
2026-02-28 11:41:04,461 | INFO | uvicorn.access | 127.0.0.1:55290 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:41:06,527 | INFO | app | [f1083ad2] OPTIONS /api/v1/settings/comfyui -> 200 (3.39ms)
2026-02-28 11:41:06,528 | INFO | uvicorn.access | 127.0.0.1:55290 - "OPTIONS /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 11:41:06,643 | INFO | app | [2a2b3034] GET /api/v1/settings/comfyui -> 200 (111.32ms)
2026-02-28 11:41:06,644 | INFO | uvicorn.access | 127.0.0.1:55321 - "GET /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 11:41:08,264 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:41:08,321 | INFO | app | [337b44c0] GET /api/v1/tasks?page=1&page_size=10 -> 200 (548.62ms)
2026-02-28 11:41:08,322 | INFO | uvicorn.access | 127.0.0.1:55321 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:41:16,626 | INFO | app | [bc7510ce] GET /api/v1/settings/comfyui -> 200 (789.17ms)
2026-02-28 11:41:16,638 | INFO | uvicorn.access | 127.0.0.1:55423 - "GET /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 11:41:18,502 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:41:18,542 | INFO | app | [2189b284] GET /api/v1/tasks?page=1&page_size=10 -> 200 (250.28ms)
2026-02-28 11:41:18,543 | INFO | uvicorn.access | 127.0.0.1:55460 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:41:20,269 | INFO | app | [d09e9105] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (163.94ms)
2026-02-28 11:41:20,270 | INFO | uvicorn.access | 127.0.0.1:55460 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:41:26,692 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:41:26,710 | INFO | app | [460de52b] GET /api/v1/tasks?page=1&page_size=10 -> 200 (874.96ms)
2026-02-28 11:41:26,711 | INFO | uvicorn.access | 127.0.0.1:55546 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:42:46,948 | INFO | app | [c4fbf142] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (175.13ms)
2026-02-28 11:42:46,950 | INFO | uvicorn.access | 127.0.0.1:56354 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:42:48,491 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:42:48,495 | INFO | app | [533ec642] GET /api/v1/tasks?page=1&page_size=10 -> 200 (62.96ms)
2026-02-28 11:42:48,495 | INFO | uvicorn.access | 127.0.0.1:56379 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:45:29,921 | INFO | app | [748fe154] OPTIONS /api/v1/auth/login -> 200 (32.35ms)
2026-02-28 11:45:29,934 | INFO | uvicorn.access | 127.0.0.1:58006 - "OPTIONS /api/v1/auth/login HTTP/1.1" 200
2026-02-28 11:45:30,069 | INFO | app | [df703d88] POST /api/v1/auth/login -> 401 (122.94ms)
2026-02-28 11:45:30,070 | INFO | uvicorn.access | 127.0.0.1:58006 - "POST /api/v1/auth/login HTTP/1.1" 401
2026-02-28 11:45:38,984 | INFO | app | [ced54c60] POST /api/v1/auth/login -> 200 (43.88ms)
2026-02-28 11:45:38,987 | INFO | uvicorn.access | 127.0.0.1:58008 - "POST /api/v1/auth/login HTTP/1.1" 200
2026-02-28 11:45:39,246 | INFO | app | [767064f6] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (0.58ms)
2026-02-28 11:45:39,247 | INFO | uvicorn.access | 127.0.0.1:58008 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:45:39,293 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:45:39,305 | INFO | app | [a77b577e] GET /api/v1/tasks?page=1&page_size=10 -> 200 (53.12ms)
2026-02-28 11:45:39,305 | INFO | uvicorn.access | 127.0.0.1:58008 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:49:33,152 | INFO | app | [0c5bf272] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (11.95ms)
2026-02-28 11:49:33,160 | INFO | uvicorn.access | 127.0.0.1:60393 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:49:33,281 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:49:33,302 | INFO | app | [4df73fc4] GET /api/v1/tasks?page=1&page_size=10 -> 200 (131.37ms)
2026-02-28 11:49:33,302 | INFO | uvicorn.access | 127.0.0.1:60393 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:49:37,087 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:49:37,091 | INFO | app | [e6e622c7] GET /api/v1/tasks?page=1&page_size=10 -> 200 (103.29ms)
2026-02-28 11:49:37,092 | INFO | uvicorn.access | 127.0.0.1:60430 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:49:46,208 | INFO | app | [175ab6fa] GET /api/v1/settings/comfyui -> 200 (84.24ms)
2026-02-28 11:49:46,209 | INFO | uvicorn.access | 127.0.0.1:60539 - "GET /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 11:49:52,993 | INFO | app | [d39f581b] OPTIONS /api/v1/task-templates?page=1&page_size=10 -> 200 (7.96ms)
2026-02-28 11:49:53,000 | INFO | uvicorn.access | 127.0.0.1:60632 - "OPTIONS /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:49:53,151 | INFO | app | [e75e1733] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (145.72ms)
2026-02-28 11:49:53,152 | INFO | uvicorn.access | 127.0.0.1:60634 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:49:53,502 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:49:53,506 | INFO | app | [dda0ba6c] GET /api/v1/tasks?page=1&page_size=10 -> 200 (17.15ms)
2026-02-28 11:49:53,506 | INFO | uvicorn.access | 127.0.0.1:60634 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:51:44,288 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:51:44,296 | INFO | app | [44b4c53a] GET /api/v1/tasks?page=1&page_size=10 -> 200 (72.43ms)
2026-02-28 11:51:44,296 | INFO | uvicorn.access | 127.0.0.1:61721 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:52:19,982 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:52:19,987 | INFO | app | [bcbc326b] GET /api/v1/tasks?page=1&page_size=10 -> 200 (60.02ms)
2026-02-28 11:52:19,987 | INFO | uvicorn.access | 127.0.0.1:62134 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:54:43,545 | INFO | app | [f739a021] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (77.60ms)
2026-02-28 11:54:43,547 | INFO | uvicorn.access | 127.0.0.1:63655 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:55:22,719 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 11:55:22,728 | INFO | app | [34171cbd] GET /api/v1/tasks?page=1&page_size=10 -> 200 (83.20ms)
2026-02-28 11:55:22,729 | INFO | uvicorn.access | 127.0.0.1:64117 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:55:26,302 | INFO | app | [ee27ad24] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (56.28ms)
2026-02-28 11:55:26,302 | INFO | uvicorn.access | 127.0.0.1:64165 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 11:55:27,328 | INFO | app | [6d5c683c] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (17.81ms)
2026-02-28 11:55:27,329 | INFO | uvicorn.access | 127.0.0.1:64165 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 12:07:00,552 | INFO | app | [599dd198] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (108.38ms)
2026-02-28 12:07:00,595 | INFO | uvicorn.access | 127.0.0.1:54751 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 12:07:00,856 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 12:07:00,898 | INFO | app | [3cb87665] GET /api/v1/tasks?page=1&page_size=10 -> 200 (300.07ms)
2026-02-28 12:07:00,899 | INFO | uvicorn.access | 127.0.0.1:54751 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 12:07:14,537 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=6 total=6
2026-02-28 12:07:14,554 | INFO | app | [c88dd039] GET /api/v1/tasks?page=1&page_size=10 -> 200 (205.71ms)
2026-02-28 12:07:14,554 | INFO | uvicorn.access | 127.0.0.1:54895 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 12:07:15,395 | INFO | app | [d90d21a5] OPTIONS /api/v1/task-templates?page=1&page_size=10 -> 200 (1.35ms)
2026-02-28 12:07:15,396 | INFO | uvicorn.access | 127.0.0.1:54910 - "OPTIONS /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 12:07:15,457 | INFO | app | [b7c1175c] GET /api/v1/task-templates?page=1&page_size=10 -> 200 (59.05ms)
2026-02-28 12:07:15,457 | INFO | uvicorn.access | 127.0.0.1:54912 - "GET /api/v1/task-templates?page=1&page_size=10 HTTP/1.1" 200
2026-02-28 12:07:18,650 | INFO | app | [1d239d94] OPTIONS /api/v1/settings/comfyui -> 200 (2.96ms)
2026-02-28 12:07:18,651 | INFO | uvicorn.access | 127.0.0.1:54912 - "OPTIONS /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 12:07:18,735 | INFO | app | [f2d1a3d1] GET /api/v1/settings/comfyui -> 200 (81.50ms)
2026-02-28 12:07:18,735 | INFO | uvicorn.access | 127.0.0.1:54955 - "GET /api/v1/settings/comfyui HTTP/1.1" 200
2026-02-28 13:59:51,635 | INFO | uvicorn.error | Shutting down
2026-02-28 13:59:51,759 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-28 13:59:51,834 | INFO | app.scheduler | Task scheduler stopped
2026-02-28 13:59:51,853 | INFO | uvicorn.error | Application shutdown complete.
